PPTYP,PPTYPT,PPGROUP,PPGROUPT,PAYPLAN,PAYPLANT,PPGRD
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-24
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-25
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-26
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-27
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-28
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-29
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-DD
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-EE
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AL,AL-ADMINISTRATIVE LAW JUDGES,AL-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AL,AL-ADMINISTRATIVE LAW JUDGES,AL-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AL,AL-ADMINISTRATIVE LAW JUDGES,AL-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,CA,CA-BOARD OF CONTRACT APPEALS,CA-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,CA,CA-BOARD OF CONTRACT APPEALS,CA-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,CA,CA-BOARD OF CONTRACT APPEALS,CA-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ED,ED-EXPERT (5 U.S.C. 3109),ED-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ED,ED-EXPERT (5 U.S.C. 3109),ED-13
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ED,ED-EXPERT (5 U.S.C. 3109),ED-14
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ED,ED-EXPERT (5 U.S.C. 3109),ED-15
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EE,EE-EXPERT (OTHER),EE-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-12
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-14
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-15
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EG,EG-CONSULTANT (OTHER),EG-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EG,EG-CONSULTANT (OTHER),EG-15
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EH,EH-ADVISORY COMMITTEE MEMBER (5 U.S.C. 3109),EH-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EI,EI-ADVISORY COMMITTEE MEMBER (OTHER),EI-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ES,ES-SENIOR EXECUTIVE SERVICE,ES-**
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ES,ES-SENIOR EXECUTIVE SERVICE,ES-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ES,ES-SENIOR EXECUTIVE SERVICE,ES-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ES,ES-SENIOR EXECUTIVE SERVICE,ES-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ES,ES-SENIOR EXECUTIVE SERVICE,ES-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ES,ES-SENIOR EXECUTIVE SERVICE,ES-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ES,ES-SENIOR EXECUTIVE SERVICE,ES-06
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-**
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FC,FC-FOREIGN COMPENSATION,FC-**
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FC,FC-FOREIGN COMPENSATION,FC-09
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FC,FC-FOREIGN COMPENSATION,FC-10
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FC,FC-FOREIGN COMPENSATION,FC-11
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FC,FC-FOREIGN COMPENSATION,FC-12
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FC,FC-FOREIGN COMPENSATION,FC-13
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-CM
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-MC
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-OC
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FO,FO-FOREIGN SERVICE OFFICERS,FO-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FO,FO-FOREIGN SERVICE OFFICERS,FO-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FO,FO-FOREIGN SERVICE OFFICERS,FO-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FO,FO-FOREIGN SERVICE OFFICERS,FO-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-06
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-07
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-08
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-09
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-AA
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-BB
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-CC
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-EE
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SL,SL-SENIOR LEVEL POSITIONS,SL-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED,SR-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED,SR-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED,SR-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED,SR-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED,SR-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED,SR-06
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ST,ST-SCIENTIFIC AND PROFESSIONAL,ST-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-30
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-31
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-32
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-33
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-34
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-35
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-36
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-37
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-38
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-39
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-40
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-41
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-42
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-43
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-44
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AJ,AJ-ADMINISTRATIVE JUDGES,AJ-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-06
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-10
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CE,CE-CONTRACT EDUCATION--YEAR LONG,CE-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-06
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-11
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-12
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-13
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-15
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CU,CU-CREDIT UNION EMPLOYEES,CU-16
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-06
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-07
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-11
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-12
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-13
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-15
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-16
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-17
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-21
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-22
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-23
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,CY,CY-CONTRACT EDUCATION--SCHOOL YEAR,CY-24
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DA,DA-DEMONSTRATION ADMINISTRATIVE,DA-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DA,DA-DEMONSTRATION ADMINISTRATIVE,DA-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DA,DA-DEMONSTRATION ADMINISTRATIVE,DA-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DA,DA-DEMONSTRATION ADMINISTRATIVE,DA-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DB,DB-DEMONSTRATION ENGINEERS AND SCIENTISTS,DB-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DB,DB-DEMONSTRATION ENGINEERS AND SCIENTISTS,DB-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DB,DB-DEMONSTRATION ENGINEERS AND SCIENTISTS,DB-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DB,DB-DEMONSTRATION ENGINEERS AND SCIENTISTS,DB-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DB,DB-DEMONSTRATION ENGINEERS AND SCIENTISTS,DB-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DE,DE-DEMONSTRATION ENGINEERS AND SCIENTISTS TECHNICIANS,DE-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DE,DE-DEMONSTRATION ENGINEERS AND SCIENTISTS TECHNICIANS,DE-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DE,DE-DEMONSTRATION ENGINEERS AND SCIENTISTS TECHNICIANS,DE-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DE,DE-DEMONSTRATION ENGINEERS AND SCIENTISTS TECHNICIANS,DE-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DE,DE-DEMONSTRATION ENGINEERS AND SCIENTISTS TECHNICIANS,DE-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DG,DG-DEMONSTRATION GENERAL,DG-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DG,DG-DEMONSTRATION GENERAL,DG-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DG,DG-DEMONSTRATION GENERAL,DG-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DG,DG-DEMONSTRATION GENERAL,DG-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DG,DG-DEMONSTRATION GENERAL,DG-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DG,DG-DEMONSTRATION GENERAL,DG-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DJ,DJ-DEMONSTRATION ADMINISTRATIVE,DJ-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DJ,DJ-DEMONSTRATION ADMINISTRATIVE,DJ-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DJ,DJ-DEMONSTRATION ADMINISTRATIVE,DJ-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DJ,DJ-DEMONSTRATION ADMINISTRATIVE,DJ-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DK,DK-DEMONSTRATION GENERAL SUPPORT,DK-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DK,DK-DEMONSTRATION GENERAL SUPPORT,DK-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DK,DK-DEMONSTRATION GENERAL SUPPORT,DK-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DK,DK-DEMONSTRATION GENERAL SUPPORT,DK-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DN,DN-DEFENSE NUCLEAR FACILITIES SAFETY BOARD EXCEPTED SERVICE EMPLOYEES,DN-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DN,DN-DEFENSE NUCLEAR FACILITIES SAFETY BOARD EXCEPTED SERVICE EMPLOYEES,DN-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DN,DN-DEFENSE NUCLEAR FACILITIES SAFETY BOARD EXCEPTED SERVICE EMPLOYEES,DN-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DN,DN-DEFENSE NUCLEAR FACILITIES SAFETY BOARD EXCEPTED SERVICE EMPLOYEES,DN-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DN,DN-DEFENSE NUCLEAR FACILITIES SAFETY BOARD EXCEPTED SERVICE EMPLOYEES,DN-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DP,DP-DEMONSTRATION PROFESSIONAL,DP-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DP,DP-DEMONSTRATION PROFESSIONAL,DP-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DP,DP-DEMONSTRATION PROFESSIONAL,DP-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DP,DP-DEMONSTRATION PROFESSIONAL,DP-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DP,DP-DEMONSTRATION PROFESSIONAL,DP-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DP,DP-DEMONSTRATION PROFESSIONAL,DP-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DR,DR-DEMONSTRATIION AIR FORCE SCIENTIST AND ENGINEER,DR-**
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DR,DR-DEMONSTRATIION AIR FORCE SCIENTIST AND ENGINEER,DR-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DR,DR-DEMONSTRATIION AIR FORCE SCIENTIST AND ENGINEER,DR-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DR,DR-DEMONSTRATIION AIR FORCE SCIENTIST AND ENGINEER,DR-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DR,DR-DEMONSTRATIION AIR FORCE SCIENTIST AND ENGINEER,DR-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DS,DS-DEMONSTRATION SPECIALIST,DS-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DS,DS-DEMONSTRATION SPECIALIST,DS-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DS,DS-DEMONSTRATION SPECIALIST,DS-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DS,DS-DEMONSTRATION SPECIALIST,DS-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DT,DT-DEMONSTRATION TECHNICIAN,DT-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DT,DT-DEMONSTRATION TECHNICIAN,DT-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DT,DT-DEMONSTRATION TECHNICIAN,DT-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,DT,DT-DEMONSTRATION TECHNICIAN,DT-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EJ,EJ-THE DEPARTMENT OF ENERGY ORGANIZATION ACT EXCEPTED SERVICE,EJ-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EJ,EJ-THE DEPARTMENT OF ENERGY ORGANIZATION ACT EXCEPTED SERVICE,EJ-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EJ,EJ-THE DEPARTMENT OF ENERGY ORGANIZATION ACT EXCEPTED SERVICE,EJ-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EK,EK-THE NATIONAL DEFENSE AUTHORIZATION ACT OF 1995 DEPARTMENT OF ENERGY EXCEPTED SERVICE,EK-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EK,EK-THE NATIONAL DEFENSE AUTHORIZATION ACT OF 1995 DEPARTMENT OF ENERGY EXCEPTED SERVICE,EK-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EK,EK-THE NATIONAL DEFENSE AUTHORIZATION ACT OF 1995 DEPARTMENT OF ENERGY EXCEPTED SERVICE,EK-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EO,EO-FDIC EXECUTIVE PAY,EO-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EO,EO-FDIC EXECUTIVE PAY,EO-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EO,EO-FDIC EXECUTIVE PAY,EO-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EO,EO-FDIC EXECUTIVE PAY,EO-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EO,EO-FDIC EXECUTIVE PAY,EO-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EV,EV-FEDERAL AVIATION ADMINISTRATION EXECUTIVE COMPENSATION PLAN,EV-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EV,EV-FEDERAL AVIATION ADMINISTRATION EXECUTIVE COMPENSATION PLAN,EV-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,EV,EV-FEDERAL AVIATION ADMINISTRATION EXECUTIVE COMPENSATION PLAN,EV-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FA,"FA-FOREIGN SERVICE CHIEFS OF MISSION, P.L. 94-464, SECTION 103(1)",FA-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FA,"FA-FOREIGN SERVICE CHIEFS OF MISSION, P.L. 94-464, SECTION 103(1)",FA-CA
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,FA,"FA-FOREIGN SERVICE CHIEFS OF MISSION, P.L. 94-464, SECTION 103(1)",FA-CM
